Token,Coefficient
theo,-0.0
theobald,0.01
theobaldo,0.0
theodor,-0.01
theodora,0.01
theodore,0.0
theol,-0.01
theology,-0.0
theon,-0.0
theopen,0.0
theoperative,-0.0
theophil,-0.0
theophli,-0.0
theopinion,0.0
theoptic,-0.0
theordinance,0.0
theorem,-0.0
theoretical,-0.11
theoretically,0.0
theorical,-0.01
theorist,0.0
theoritical,-0.01
theory,0.01
theos,0.0
theotherinformation,0.0
theoutside,0.0
thepace,0.0
thepage,0.0
thepartial,0.0
thepast,0.0
thepatent,0.0
thepayload,-0.0
theperformance,-0.0
theperiodsinwhichtheservicesarerenderedbytheemployee,0.0
thephotovoltaic,0.0
theplace,0.0
theplanne,0.0
thepluto,-0.0
theportable,0.0
theposition,-0.0
thepotential,-0.01
theprecisetimingoftheestimatedoutflowsoffundsfrom,-0.0
thepreparation,0.0
theprerequisite,-0.0
thepresence,0.0
theprevious,0.0
theprior,0.0
theprocedure,0.0
theproduct,-0.0
theproduction,0.0
theprogress,-0.0
theprojection,-0.0
theproposed,0.0
ther,-0.04
thera,0.01
theraband,-0.0
theraflu,-0.0
therafter,0.0
therametric,0.0
therapeak,0.0
therapeu,0.0
therapeutic,-0.25
therapeutical,0.0
therapeutically,0.01
therapeutics,-0.08
therapeutik,0.0
therapeutiks,0.0
therapeutique,0.02
therapeutiques,-0.01
therapeutix,0.0
therapie,0.0
therapies,0.0
therapiesroche,0.0
therapiezentren,0.0
therapist,-0.0
therapy,0.17
therapytreatmentstoppedtreatment,0.0
therascreen,-0.01
theraupeutics,-0.0
theravance,0.0
theravecty,-0.0
theraﬂu,-0.0
thereare,0.0
thereasonableness,0.0
thereat,0.0
therebyenable,-0.0
therecognition,-0.0
therecovery,-0.0
thereduction,-0.0
thereductioninthesharecapitalisduetotheannualshareholder,-0.0
thereference,0.0
therefor,0.01
thereforei,0.0
thereforeswitche,-0.0
therefrom,-0.01
therelate,-0.0
theremunerationoftheboardofdirectorsandgroupmanagementamountedto,-0.0
thereof,0.15
thereofcurrent,0.0
thereofrecognize,0.0
thereon,0.04
therepository,0.0
therequirement,0.0
theresa,0.0
therese,0.0
theresia,-0.01
theresian,0.0
theresienhöhe,-0.0
theresienstrasse,0.0
theresponsibility,-0.0
therestructuring,0.0
theresult,-0.0
theretained,0.0
thereto,0.02
thereunder,0.01
thereunto,0.01
therevise,-0.0
therewa,-0.0
therewillbenofurtherallocationtothelegalreserves,-0.0
therewith,0.0
therfore,-0.0
theriak,-0.01
thering,-0.0
therisk,-0.01
therm,-0.01
thermal,0.0
thermally,0.0
thermastore,0.0
thermatel,-0.0
thermedia,0.0
thermfix,0.0
thermibond,-0.0
thermic,-0.0
thermical,-0.0
thermionic,0.0
thermique,-0.0
thermischen,0.0
thermix,-0.0
thermmix,-0.01
thermo,-0.01
thermoactive,-0.0
thermocompensate,-0.0
thermocouple,-0.0
thermocycler,-0.0
thermodynamic,-0.0
thermodynamically,0.0
thermodynamik,0.0
thermoelectric,0.0
thermoelectrical,0.0
thermoformer,-0.0
thermoforming,0.0
thermographic,-0.0
thermomechanical,-0.0
thermometer,-0.0
thermonex,0.0
thermonuclear,-0.0
thermoplast,-0.0
thermoplastic,-0.0
thermore,0.01
thermoreactive,0.0
thermoselect,0.0
thermoset,-0.01
thermosette,-0.0
thermosource,0.0
thermostability,-0.0
thermostable,0.0
thermostat,0.0
thermostatic,-0.0
thermotechnically,-0.0
thermtec,-0.01
thern,-0.0
theroad,0.0
therof,0.0
theron,0.0
theroretical,0.0
therwil,-0.0
thes,0.0
thesale,0.0
thesalesclerk,-0.0
thesame,0.0
thesda,0.0
these,0.0
theseare,0.0
thesecollaborative,0.0
thesecommittee,0.0
thesecond,-0.01
thesecondition,0.0
theseconsolidate,0.0
theseday,-0.0
theseinclude,-0.0
thesematter,0.01
thesemiconductor,-0.01
thesensitivity,0.0
thesensitivityof,0.0
theseprogram,-0.0
theserequirement,0.0
theses,0.01
thesesegment,0.0
theshare,-0.0
theshareholder,-0.0
thesiology,-0.0
thesis,0.0
thesize,-0.0
thesmos,0.0
thesource,0.0
thespace,0.0
thess,-0.01
thessalonica,-0.0
thessaloniki,0.0
thestumpf,-0.0
thesubject,-0.0
thesurface,-0.0
theswiss,-0.01
theswx,0.0
thesys,0.0
thet,0.0
theta,0.0
thetax,-0.0
thetaxable,-0.0
thetechnical,0.0
thetechnological,0.0
thetechnology,0.0
thetestisbasedonthefollowingassumption,-0.0
thetford,-0.0
thethe,0.0
thethird,-0.0
thethree,-0.0
thetic,-0.0
thetical,0.0
thetically,-0.0
thetool,-0.0
thetop,0.0
theturnover,0.0
thetwo,-0.0
theumer,-0.0
theunaxis,-0.01
theunderlye,-0.0
theunfunde,-0.0
theunite,-0.0
theuniversity,-0.0
theurillat,0.01
theus,-0.0
theusa,0.0
theuseful,-0.0
thevacuum,0.0
thevaluationdifferencefromineffectivehedgetransactionsisdebitedorcrediteddirectlyto,-0.0
thevariable,-0.0
thevavathanan,-0.0
thevenin,0.0
thevienna,-0.0
theweaker,0.0
theweb,-0.0
theweight,0.0
theworld,-0.01
theyare,-0.0
theye,0.0
theyear,0.0
theyfocus,-0.0
theyxlon,0.01
thf,-0.0
thi,0.0
thiago,0.0
thiam,-0.0
thiamethoxam,0.01
thian,0.02
thiazide,-0.0
thiazole,0.0
thiazolidinedione,0.0
thibaudeau,-0.01
thibaudet,-0.0
thibault,0.03
thibodeau,0.0
thic,-0.0
thick,-0.01
thicken,0.0
thickener,0.0
thickening,0.0
thickly,-0.0
thickness,0.01
thicknesse,-0.0
thie,-0.0
thiebaud,-0.0
thief,0.0
thiel,0.0
thiem,0.0
thiemann,-0.01
thieme,0.0
thierachern,0.0
thiergardt,-0.0
thierry,0.01
thierstein,0.0
thiery,-0.01
thieu,-0.01
thigh,-0.0
thika,0.0
thilla,0.0
thillmann,0.0
thillois,-0.02
thimerosal,0.0
thin,0.06
thincoate,-0.0
thineshan,-0.0
thiness,-0.01
thinfab,0.02
thinfabtm,0.0
thinfilm,0.0
thing,-0.02
thingstogether,-0.0
thingswearablessmart,0.0
think,0.11
thinkable,0.0
thinker,0.01
thinking,0.04
thinkstock,0.0
thinktank,0.0
thinline,-0.0
thinly,-0.0
thinner,0.0
thinness,0.0
thinning,0.0
thinwalled,0.0
thiocyclam,0.0
thiomethoxam,0.0
thioprine,-0.0
third,0.01
thirdly,-0.0
thirdpartie,0.0
thirdparty,-0.01
thirdquarter,-0.0
thirdstep,0.0
thiriet,0.0
thirion,-0.0
thirlane,-0.0
thirst,-0.01
thirsty,0.0
thirteen,0.0
thirteenth,0.0
thirtieth,-0.0
thirty,-0.02
thirtysecond,0.0
thirusiny,-0.0
thisannual,-0.0
thisbe,-0.0
thiscollaborative,0.0
thiscompensation,-0.0
thiscorrespond,-0.0
thisdescription,-0.0
thisflexible,0.0
thisforeign,0.0
thisfunction,-0.01
thisincrease,0.0
thisis,-0.0
thisisthefoundationonwhich,0.0
thisisyourtime,-0.0
thislight,-0.0
thismainly,0.0
thismean,0.0
thispositionincludessightdepositsatbank,-0.0
thisprocess,-0.0
thisreport,-0.0
thisshare,-0.0
thisshareholding,0.0
thisunderperformance,0.0
thiswa,-0.0
thixotropic,0.0
thixotropy,0.0
thize,0.0
thiébaud,-0.01
thiéry,0.01
thkd,-0.0
thm,0.0
tho,-0.0
thoam,0.0
thod,-0.0
thodontic,0.0
thoelecke,-0.0
thoen,0.0
thoeni,-0.0
tholey,-0.0
thom,0.0
thoma,0.01
thomann,0.0
thomas,-0.07
thomasberg,0.0
thomasbihrer,-0.0
thomason,0.0
thomassin,-0.0
thomaston,0.0
thomastown,-0.0
thomaswetz,-0.0
thomke,0.0
thomman,-0.04
thommen,-0.0
thommy,0.0
thompson,0.06
thomsen,0.0
thomson,0.03
thomsonfinancial,0.0
thomsonreuter,0.0
thomzik,0.0
thon,-0.0
thonauer,0.03
thonburi,-0.0
thondebhavi,0.0
thong,-0.0
thonglor,-0.0
thoo,-0.0
thoolen,0.0
thopaedic,-0.0
thopedic,0.0
thor,-0.0
thorac,-0.0
thoracic,0.0
thoratec,0.0
thorax,-0.0
thore,0.0
thorell,0.0
thoren,0.0
thori,0.0
thorid,-0.0
thorisation,0.0
thorise,-0.0
thorised,0.0
thoritative,-0.0
thoritie,0.01
thority,0.0
thorization,0.0
thorize,-0.0
thorlef,-0.02
thorn,0.0
thornburg,-0.01
thorndale,0.0
thorne,0.0
thornhill,-0.0
thornton,-0.0
thorny,0.0
thorolf,0.0
thorough,0.01
thoroughbred,0.0
thoroughfare,0.0
thoroughgoing,-0.0
thoroughgoingexpertise,0.0
thoroughly,-0.02
thoroughness,0.0
thorp,0.0
thorpe,-0.0
thorson,0.0
thorsten,-0.0
thoseactivitie,0.0
thoseare,-0.0
thosemagic,0.0
thosematter,0.0
thoseof,-0.0
thosepiece,0.0
thoseshare,-0.0
thosestandard,0.0
thosethat,0.0
thou,0.0
thoubased,0.0
thoughout,-0.0
thought,0.01
thoughtful,0.0
thoughtfully,0.0
thoughtseeder,0.0
thoughtwork,-0.0
thoune,0.0
thousan,-0.0
thousand,-0.41
thousandd,-0.0
thousandklaus,0.0
thousandration,0.0
thousands,0.0
thousandscurrency,0.0
thousandscurrencyemea,0.0
thousandscurrencysouthern,0.0
thousandssharesfinancial,0.0
thousandth,0.0
thousandththe,0.0
thousend,0.0
thraki,-0.0
thrane,0.0
thre,-0.0
threaat,0.0
thread,-0.01
threading,0.0
threadneedle,0.03
threat,0.01
threaten,0.03
threatened,0.01
threatening,0.0
threateningly,-0.0
thredbo,-0.0
three,-0.0
threedimensional,-0.0
threee,0.08
threefold,0.0
threelevel,-0.0
threemillimeter,-0.0
threemonth,-0.0
threequarter,-0.0
threeyear,-0.0
thresearning,-0.0
thresh,0.0
thresher,-0.0
threshol,0.0
threshold,0.08
thria,0.0
thrid,0.0
thrift,0.0
thrifty,-0.0
thrill,0.0
thrilled,-0.0
thrilling,-0.0
thrip,0.0
thritis,-0.0
thrive,0.01
thriving,-0.0
thro,-0.0
throat,-0.01
throe,0.0
throg,-0.0
throgmorton,0.0
thrombin,0.0
thrombo,-0.0
thrombocythemia,0.0
thrombocytopenia,0.0
thrombocytopenic,0.0
thromboembolic,0.01
thrombogenic,-0.0
thrombolytic,-0.0
thrombophilia,0.0
thrombopoietin,0.0
thrombosis,0.0
thrombotic,0.0
thromboxane,0.0
throne,0.0
throng,0.0
thropic,0.0
thropoietin,-0.0
throttle,0.01
throu,0.01
through,-0.0
throughflow,0.0
throughjanuary,-0.0
throughoutthe,-0.01
throughprofit,-0.0
throughput,0.0
throughputcycler,-0.0
throughputtime,-0.0
throughs,0.0
throught,-0.0
throughthe,0.0
througout,-0.0
throw,0.01
throwaway,-0.0
thrunet,0.0
thrust,-0.01
thruster,0.0
thryphon,-0.0
thsd,0.0
tht,-0.0
thu,-0.0
thuan,-0.01
thuc,-0.0
thuerig,0.0
thuesday,-0.0
thukral,-0.0
thule,-0.01
thum,0.07
thuma,0.0
thumb,0.0
thumbnail,0.01
thump,0.0
thun,0.01
thunder,0.0
thunderbird,0.0
thunderbolt,0.0
thunderstick,-0.0
thunderstorm,0.0
thuner,-0.01
thunersee,0.01
thunerseespiele,0.0
thungary,-0.0
thunstrasse,0.0
thur,-0.0
thurairajah,-0.0
thurat,0.0
thurbe,-0.0
thurella,-0.01
thurgau,-0.02
thurgauer,-0.06
thurgauerstrasse,0.01
thurgauische,-0.0
thuringia,-0.0
thurle,0.0
thurmann,-0.0
thurn,-0.0
thursday,-0.01
thurst,-0.0
thusfar,-0.0
thusiasm,0.0
thusiastic,0.0
thusiastically,-0.0
thusis,-0.0
thusthe,0.0
thuvaragan,-0.0
thuy,-0.0
thuysbaert,-0.01
thwart,0.01
thwarted,0.0
thx,0.0
thy,0.0
thyl,0.0
thylate,-0.0
thyll,0.0
thyme,0.01
thymic,0.0
thymosin,0.0
thymus,0.0
thyristor,-0.0
thyroid,-0.0
thys,0.0
thyssen,-0.0
thyssenkrupp,0.01
thywissen,0.0
thz,0.0
thème,0.0
thèque,0.0
thèse,0.0
thé,0.0
thélin,-0.01
théo,-0.01
théorique,0.02
thérance,0.0
thérapeutic,-0.0
thérapeutique,-0.03
thérapeutiques,-0.01
théâtre,-0.01
thônex,-0.02
thönen,-0.04
thöni,-0.07
thöny,-0.0
thörey,0.0
thüga,0.0
thüler,-0.02
thümmel,0.01
thürbach,-0.0
thüre,-0.0
thüringen,0.0
thüringer,0.0
ti,-0.03
tia,0.0
tiaa,0.01
tiable,0.0
tiago,0.0
tiajin,-0.0
tial,0.0
tiality,-0.0
tially,-0.02
tiallyhigher,0.0
tialpha,0.01
tiam,0.0
tiamulin,0.0
tian,0.0
tiana,-0.0
tiananmen,-0.0
tianbao,-0.0
tiang,-0.0
tiangang,0.0
tiangsheng,0.0
tianguá,0.0
tianhe,-0.0
tianjin,-0.01
tianjing,-0.0
tianma,0.0
tianmushan,-0.0
tiansheng,-0.0
tiantu,-0.0
tianum,0.0
tianwei,0.0
tianwen,0.0
tianyi,-0.0
tianyuan,0.01
tianze,-0.0
tianzhou,0.0
tianzhu,-0.0
tiara,-0.0
tiasa,0.0
tiate,0.0
tiating,0.0
tiation,-0.0
tiative,-0.0
tiatives,0.0
tiator,-0.0
tib,-0.0
tiba,0.0
tibase,0.0
tibbi,-0.0
tibco,-0.02
tiber,-0.0
tibere,-0.0
tiberto,-0.01
tibet,0.0
tibetan,0.0
tibia,-0.01
tibial,-0.0
tibico,0.0
tibilitie,-0.0
tibility,0.0
tibiotic,0.0
tible,0.0
tibly,-0.0
tibody,0.0
tibor,0.0
tibotec,0.0
tibro,0.0
tibrush,-0.01
tiburtina,0.0
tibère,0.0
tic,-0.01
tica,-0.0
ticability,0.0
ticable,-0.0
tical,-0.01
tically,-0.02
ticalnet,-0.0
ticals,-0.0
ticarat,0.0
ticaret,0.01
ticareti,0.0
ticate,-0.0
ticated,-0.0
tication,-0.0
tice,-0.02
ticeable,0.0
ticel,-0.0
ticenter,0.0
tices,0.0
ticeship,0.01
ticeships,-0.0
ticher,0.0
ticide,-0.0
ticinella,-0.02
ticinese,0.0
ticing,-0.0
ticino,-0.01
ticinonline,0.0
ticipant,-0.0
ticipate,0.0
ticipating,0.0
ticipation,-0.03
ticipatory,0.0
ticipon,-0.0
ticity,-0.0
ticizer,0.0
tick,0.0
tickborne,0.0
ticker,-0.0
tickercorner,-0.0
tickersymbol,-0.0
ticket,-0.02
ticketcorner,0.09
ticketing,0.01
ticketless,-0.0
ticketportal,0.01
ticketsoft,-0.0
ticking,0.0
ticle,0.01
tico,-0.0
ticon,-0.0
ticorrosion,0.0
ticos,0.0
ticosteroid,-0.0
tics,0.0
ticu,0.0
ticular,-0.02
ticularitie,0.0
ticularly,-0.02
ticulate,-0.0
ticulier,0.0
ticulitis,-0.0
ticulièrement,0.0
ticulous,0.0
ticurrency,0.0
tid,-0.0
tidal,-0.01
tidandruff,0.0
tide,-0.01
tidilutive,0.0
tidily,0.0
tidiness,0.0
tidisciplinary,-0.0
tidua,-0.01
tidy,-0.0
tidying,0.0
tie,-0.02
tiebe,0.0
tieck,-0.0
tiedtke,-0.0
tief,0.0
tiefbau,0.01
tiefe,-0.0
tiefem,0.0
tiefen,-0.0
tiefenaustrasse,-0.01
tiefenthal,0.0
tiefer,0.0
tieferbewertungen,-0.0
tiefere,0.0
tieferen,-0.0
tiefkühl,-0.01
tiefst,0.0
tiefststand,0.0
tiel,-0.01
tielle,0.0
tiellement,-0.0
tielweg,0.0
tiemann,0.0
tiempo,0.0
tien,-0.0
tienen,-0.0
tiengen,-0.01
tiengesellschaft,-0.0
tiengesellschaften,0.0
tienkapital,0.0
tienne,-0.0
tiennent,0.0
tient,-0.0
tier,0.03
tiere,0.01
tiered,0.0
tieren,-0.0
tierenden,0.0
tierfehd,0.0
tierfreundlichen,-0.0
tiergarten,0.01
tiergesundheit,0.0
tieringen,-0.0
tierra,-0.0
tiers,-0.0
tierschutz,-0.0
tiert,0.0
tierte,0.0
tierten,0.0
tieth,0.0
tietoenator,0.0
tietê,0.0
tiexi,0.0
tif,-0.0
tifacete,0.0
tiff,0.0
tiffany,-0.02
tifft,0.0
tifiable,0.0
tifiably,-0.0
tific,-0.01
tifically,-0.0
tificate,-0.0
tification,0.0
tificial,-0.0
tifie,0.01
tifier,0.0
tifr,0.0
tiful,-0.0
tifunction,-0.0
tify,0.0
tifye,0.0
tifying,-0.0
tig,0.0
tigani,-0.0
tigate,-0.0
tigation,0.0
tigational,-0.0
tigative,0.0
tigator,-0.0
tige,0.0
tigen,-0.0
tigenix,0.0
tiger,0.01
tigerdirect,0.0
tiggestellte,-0.0
tighe,0.0
tight,0.01
tighten,-0.0
tightening,-0.01
tighter,-0.0
tightly,-0.0
tightness,0.0
tightrope,-0.0
tigious,0.0
tigit,0.01
tigkeit,0.0
tigkeiten,-0.0
tigne,0.0
tignes,-0.0
tigo,-0.0
tigr,-0.0
tigray,0.0
tigre,-0.0
tigrian,0.0
tigris,0.0
tigt,-0.0
tigte,-0.0
tigten,-0.0
tiguan,0.0
tigue,-0.0
tihfy,0.0
tihomir,-0.01
tiih,0.0
tiitinen,-0.03
tijani,-0.0
tijanin,-0.0
tijuana,-0.0
tijuca,-0.0
tik,-0.0
tikaria,0.0
tikehau,0.0
tiker,-0.0
tiki,0.0
tikida,0.0
tikkurila,-0.0
tiko,-0.0
tikofer,-0.0
tikon,0.01
tikva,-0.01
til,-0.01
tilapia,0.0
tilateral,0.0
tilation,-0.0
tilator,-0.0
tilayer,-0.0
tilburg,0.01
tilbury,-0.0
tile,-0.01
tileable,0.0
tiler,0.0
tiles,0.0
tilgung,-0.0
tilgungsbeträge,-0.0
tilia,0.0
tiling,0.0
tilingual,-0.0
tilising,0.0
tility,-0.0
till,-0.01
tilla,-0.0
tillage,-0.01
tillation,-0.0
tillberga,-0.0
tiller,-0.0
tillessen,-0.01
tilling,-0.0
tilllate,-0.0
tillmann,-0.0
tillotts,0.01
tillsonburg,0.01
tilman,0.0
tilmann,-0.0
tilney,-0.0
tilo,0.01
tilson,-0.0
tilt,0.01
tim,-0.05
timable,-0.0
timage,0.0
timah,-0.0
timal,0.0
timally,0.0
timaq,0.0
timaru,0.0
timate,0.0
timately,-0.0
timation,-0.0
timau,0.0
timber,-0.03
timbercare,0.0
timberlake,-0.0
timberland,-0.0
timberwork,0.0
timbre,0.0
timbuktu,0.0
timcal,-0.0
time,0.03
timebox,0.0
timecritical,-0.0
timedia,-0.0
timeequivalent,-0.0
timeframe,0.02
timekeepe,-0.01
timekeeper,-0.04
timekeeping,-0.0
timeless,-0.01
timelessly,-0.0
timelessness,-0.0
timeline,0.02
timelines,-0.0
timeliness,0.01
timely,0.02
timent,0.0
timeout,0.0
timepart,0.0
timepiece,-0.04
timepressure,-0.0
timer,-0.0
times,-0.0
timesave,0.0
timescale,-0.01
timesheet,0.0
timeslot,0.0
timespan,-0.01
timetable,-0.0
timetric,0.0
timeweighted,0.0
timex,0.01
timezone,0.0
timid,0.01
timidity,-0.0
timierten,0.0
timimoun,0.0
timing,0.01
timisation,0.01
timise,0.0
timising,0.0
timisoara,0.01
timistic,-0.01
timization,-0.0
timize,0.01
timizing,-0.0
timişoara,0.0
timkeeper,-0.0
timm,0.01
timmer,-0.01
timmermann,-0.01
timmin,0.0
timo,-0.01
timode,0.0
timolol,0.0
timon,0.0
timonium,0.0
timony,-0.0
timor,0.0
timorex,0.0
timothy,-0.04
timpuri,-0.0
timum,0.0
timur,-0.0
tin,-0.02
tina,0.01
tinal,0.0
tinalatte,-0.0
tinamide,0.0
tination,0.0
tinct,-0.0
tinction,0.0
tinctive,0.0
tinctly,-0.0
tine,0.01
tinea,-0.0
tinell,-0.0
tinent,-0.0
tinental,-0.0
tinextreme,0.0
tinez,0.0
ting,-0.02
tinge,0.0
tingen,-0.0
tingencie,-0.0
tingency,-0.01
tingent,0.01
tinggren,0.02
tingle,-0.0
tingling,-0.0
tinguely,0.02
tinguish,-0.01
tinguishable,0.0
tinguishe,-0.0
tinguishing,0.0
tinguishment,0.0
tingyi,-0.0
tinian,-0.0
tinib,-0.0
tinize,-0.0
tinizong,0.0
tinker,0.0
tinkering,0.0
tinley,0.01
tinner,-0.0
tinnerdata,-0.0
tinning,-0.0
tinnon,0.0
tinny,-0.02
tino,-0.01
tinocare,0.0
tinocat,0.0
tinoderm,0.0
tinofix,0.0
tinogard,0.0
tinolux,0.0
tinopal,0.0
tinosan,0.0
tinosorb,0.01
tinotex,0.0
tinotextm,0.0
tinovis,0.0
tinplate,0.0
tinsell,0.0
tinseltownproduction,-0.0
tint,0.0
tintal,-0.0
tintenblitz,-0.0
tintentiger,-0.0
tinter,0.0
tinting,-0.0
tinto,-0.01
tinu,-0.0
tinual,0.0
tinually,-0.01
tinuation,-0.01
tinue,0.01
tinued,0.0
tinuing,0.01
tinuity,-0.01
tinuous,-0.01
tinuously,-0.0
tinuvin,0.02
tiny,0.02
tio,-0.0
tion,-0.18
tional,-0.05
tionalcapital,0.0
tionalclient,0.0
tionale,0.0
tionalisation,-0.0
tionalise,-0.0
tionalitie,-0.0
tionality,-0.01
tionalization,-0.01
tionalize,0.0
tionally,-0.01
tionary,-0.0
tionate,-0.01
tionately,0.01
tioncontrol,-0.0
tione,-0.01
tioned,-0.0
tionellen,-0.0
tionen,0.0
tioner,0.0
tionery,-0.01
tiong,0.0
tioning,0.0
tionise,0.0
tionising,0.0
tionize,-0.0
tionnaire,-0.0
tionnant,0.0
tionnel,0.0
tionnelle,0.0
tionnées,0.0
tionnés,-0.0
tions,0.0
tionsanlagen,-0.0
tionsarchitectural,0.0
tionsaufwendungen,-0.0
tionsequipmentother,0.0
tionship,0.01
tionships,0.0
tionshipship,0.0
tionspension,-0.0
tionsplattform,0.0
tionsreglement,-0.0
tionsscheine,-0.0
tionsunternehmungsgesetz,0.0
tionsvoluman,-0.0
tionwide,-0.0
tionäre,-0.0
tionären,-0.0
tiotropium,0.0
tious,-0.01
tiously,-0.0
tip,0.0
tipe,-0.0
tipeek,-0.0
tiphook,0.0
tiple,0.01
tiplie,0.0
tiplier,0.0
tiplye,0.0
tipp,0.01
tipped,-0.0
tippelskirch,-0.08
tipping,0.0
tique,0.0
tiqva,0.01
tir,-0.0
tirado,-0.0
tiragolumab,0.0
tiram,0.0
tirami,0.0
tiramisu,-0.0
tirana,0.0
tirant,0.0
tirat,0.0
tirdiscount,0.0
tire,-0.01
tirecord,0.0
tired,-0.0
tiredness,0.0
tiree,0.0
tireless,-0.0
tirelessly,0.0
tirely,0.0
tirement,0.0
tirent,0.0
tirer,-0.01
tirety,0.0
tirgu,-0.0
tiri,0.0
tirofiban,0.0
tirol,-0.01
tiron,0.0
tirta,0.0
tirupur,0.0
tiré,0.0
tirée,0.0
tirées,0.0
tirés,0.0
tis,-0.05
tisagenlecleucel,0.0
tisation,-0.0
tiscali,0.0
tisch,-0.0
tischen,-0.0
tischer,-0.0
tischlein,-0.0
tiscreen,-0.0
tise,-0.0
tised,-0.0
tisement,-0.0
tiser,0.0
tisfaction,-0.0
tisfy,-0.0
tish,0.0
tishauser,0.0
tising,-0.01
tisis,-0.01
tism,-0.0
tispindle,0.03
tisseel,-0.0
tissement,0.0
tissen,-0.0
tissi,-0.01
tissot,-0.13
tissotsponsored,-0.0
tissue,0.01
tissular,0.0
tist,-0.0
tistatic,0.0
tistep,-0.0
tistic,0.0
tistical,0.0
tistically,-0.0
tistock,0.0
tistry,0.0
tiswiss,-0.0
tisées,0.0
tit,-0.0
titamax,0.0
titan,0.0
titanic,-0.0
titanium,-0.03
titans,-0.0
titanthe,0.0
titanum,-0.0
titative,-0.0
tite,0.0
titel,0.03
titeldruck,0.0
titelseite,-0.0
titelseiten,-0.0
titer,-0.0
titi,-0.0
titie,0.01
tition,-0.0
titioner,0.0
titionsaufgabe,-0.0
titionsrechnung,-0.0
titionsrechnungen,-0.0
titis,-0.0
titisari,0.0
titive,-0.0
titiveness,-0.0
titiwangsa,0.0
title,-0.02
titlelogitech,0.03
titlement,0.0
titles,-0.0
titli,0.0
titlisblick,0.0
tito,0.0
titoli,-0.01
titor,-0.0
titov,-0.0
titova,-0.0
titrate,0.0
titration,0.01
titre,-0.0
titrust,-0.0
titude,0.01
titulaire,-0.0
titular,-0.0
titure,0.0
titus,0.0
titute,0.0
titution,-0.01
tity,-0.0
tiu,-0.0
tium,-0.01
tiunite,-0.03
tiunitesurface,-0.0
tiunte,-0.0
tiuous,-0.0
tius,-0.0
tiv,0.0
tival,0.0
tivat,0.0
tivate,-0.01
tivates,-0.0
tivation,0.0
tive,-0.02
tively,-0.0
tiven,-0.0
tiveness,0.01
tiverton,0.01
tivi,0.0
tivise,-0.0
tivit,-0.0
tivitie,-0.0
tivitis,-0.0
tivity,0.01
tivize,-0.01
tivoli,-0.01
tivona,-0.1
tivu,-0.0
tix,0.0
tixi,0.02
tiy,-0.0
tiyear,-0.0
tizacion,0.0
tization,-0.0
tize,-0.01
tizen,-0.0
tizer,0.0
tiziana,-0.02
tiziano,-0.0
tizing,0.0
tizipationsscheine,0.0
tiﬁ,0.0
tiﬁable,0.0
tiﬁc,-0.0
tiﬁcate,0.0
tiﬁcation,0.0
tiﬁe,-0.0
tj,-0.01
tjpy,0.01
tk,-0.01
tka,0.01
tkc,-0.0
tkcc,0.0
tkis,0.0
tkm,0.0
tko,0.0
tkotl,-0.0
tkrw,0.0
tkt,-0.0
tl,0.01
tlalnepantla,-0.01
tlalpan,-0.0
tlb,0.0
tlc,0.02
tle,0.02
tleman,0.0
tlement,0.02
tleneck,-0.0
tler,-0.01
tlhm,0.0
tling,0.0
tlo,-0.0
tlp,-0.01
tlr,-0.0
tls,0.0
tlt,-0.0
tlus,-0.0
tly,-0.0
tm,-0.0
tmac,0.0
tmall,-0.0
tman,0.0
tmarim,-0.0
tmax,-0.0
tmb,0.01
tmba,-0.0
tmc,0.0
tmd,-0.03
tmda,0.01
tment,0.0
tmf,-0.0
tmg,0.0
tmi,0.0
tml,0.01
tmri,0.0
tms,-0.0
tmsz,0.0
tmt,0.01
tmti,-0.0
tmyr,-0.0
tn,-0.01
tnb,0.0
tnbc,0.01
tnd,0.04
tnemetat,-0.02
tner,-0.0
tnership,-0.0
tness,-0.0
tnf,0.0
tnfqb,0.01
tnfα,0.01
tnfαs,-0.0
tng,0.0
tnk,0.0
tnkase,-0.0
tnl,-0.0
tno,-0.0
tns,0.01
tnsi,0.0
tnt,-0.0
tnufa,0.0
tnuva,-0.0
to,0.0
toa,0.0
toad,0.0
toadapt,0.0
toadd,0.0
toadde,0.0
toaddress,0.0
toadvertiser,0.0
toagrowthcourse,0.0
toair,-0.0
toal,0.0
toall,0.0
toamaximum,0.0
toan,-0.0
toanalyze,0.0
toannounce,0.0
toassist,-0.0
toassure,0.0
toast,-0.0
toaster,-0.0
toavoid,0.0
tob,-0.0
tobacco,-0.02
tobaccoland,-0.0
tobacter,0.0
tobago,0.0
